disease
406,antisocialpersonalitydisorder
407,narcissisticpersonalitydisorder
408,histrionicpersonalitydisorder
409,obsessivecompulsivepersonalitydisorder
410,schizoidpersonalitydisorder
411,dissociativeidentitydisorderdid
412,seasonalaffectivedisordersad
413,premenstrualsyndromepms
414,premenstrualdysphoricdisorderpmdd
415,substanceabusedisorder
416,alcoholism
417,opioidaddiction
418,cocaineaddiction
419,methamphetamineaddiction
420,nicotineaddiction
421,inhalantabuse
422,gamblingaddiction
423,internetaddiction
424,gamingdisorder
425,hoardingdisorder
426,bodydysmorphicdisorder
427,trichotillomaniahairpullingdisorder
428,excoriationdisorderskinpickingdisorder
429,oppositionaldefiantdisorderodd
430,conductdisorder
431,separationanxietydisorder
432,generalizedanxietydisordergad
433,socialanxietydisorder
434,panicdisorder
435,agoraphobia
436,specificphobias
437,acutestressdisorder
438,adjustmentdisorder
439,postpartumdepression
440,bipolariidisorder
441,cyclothymicdisorder
443,impulsecontroldisorders
444,kleptomania
445,pyromania
446,intermittentexplosivedisorder
447,factitiousdisorder
448,somatizationdisorder
449,conversiondisorder
450,bodyintegrityidentitydisorderbiid
451,paraphilicdisorders
452,exhibitionism
453,voyeurism
454,frotteurism
455,pedophilicdisorder
456,genderdysphoria
457,schizoaffectivedisorder
458,briefpsychoticdisorder
459,delusionaldisorder
460,paranoidpersonalitydisorder
461,dependentpersonalitydisorder
462,avoidantpersonalitydisorder
463,depersonalizationderealizationdisorder
464,eatingdisorders
465,ruminationdisorder
466,avoidantrestrictivefoodintakedisorderarfid
467,ticdisorders
468,tourettessyndrome
469,persistentchronicmotororvocalticdisorder
470,stereotypicmovementdisorder
471,encopresis
472,enuresis
473,reactiveattachmentdisorder
474,disinhibitedsocialengagementdisorder
475,selectivemutism
478,aspergerssyndrome
480,oppositionaldefiantdisorder
482,developmentalcoordinationdisorder
483,specificlearningdisorder
484,expressivelanguagedisorder
485,stuttering
486,communicationdisorder
489,madcowdisease
490,sepsis
491,dandruff
492,bedsores
494,rosacea
497,rickets
500,gravesdisease
501,hashimotosthyroiditis
502,polycysticliverdisease
503,polycysticspleendisease
505,pagetsdiseaseofbone
506,huntingtonsdisease
507,amyotrophiclateralsclerosisals
508,multiplesystematrophymsa
510,schizotypalpersonalitydisorder
514,substanceinduceddisorders
517,grief
518,dissociativefugue
527,somaticsymptomdisorder
528,illnessanxietydisorder
531,sleepwalkingsomnambulism
533,sleepparalysis
534,sleeprelatedeatingdisorder
535,non24hoursleepwakedisorder
536,delayedsleepphasedisorderdspd
537,advancedsleepphasedisorderaspd
538,shiftworksleepdisorder
539,hypersomnia
540,kleinelevinsyndromekls
541,restlesslegssyndromerls
542,circadianrhythmsleepdisorders
543,rapideyemovementremsleepbehaviordisorder
544,delayedejaculation
547,femalesexualinterestarousaldisorder
548,vaginismus
549,dyspareunia
550,trichomoniasis
551,bacterialvaginosis
554,pelvicinflammatorydiseasepid
555,genitalherpes
556,genitalwarts
559,licepediculosis
560,pinworminfectionenterobiasis
562,cryptosporidiosis
563,toxoplasmosis
572,brucellosis
573,hantaviruspulmonarysyndromehps
574,lassafever
575,marburgvirusdisease
577,typhus
578,rockymountainspottedfever
580,legionnairesdisease
581,qfever
582,pontiacfever
602,covid
603,coronavirus
604,aids
605,hiv
606,gonorrhea
607,syphilis
608,flu
609,cold
610,coldsores
611,erectiledysfunction
612,fatigue
613,strep
614,strepthroat
